date,stock_ticker,predicted_return_ols,predicted_return_lasso,predicted_return_ridge,predicted_return_elastic_net,actual_return,rank_ols,decile_ols,rank_lasso,decile_lasso,rank_ridge,decile_ridge,rank_elastic_net,decile_elastic_net
2015-11-30,EMC,0.00024918471797335043,0.0,0.0002471826251762973,0.0,0.017855808,865.0,3,1.0,0,865.0,3,1.0,0
2015-11-30,LLTC,-0.0013189665833454253,0.0,-0.0013257311781062608,0.0,-0.071184864,671.0,2,2.0,0,671.0,2,2.0,0
2015-11-30,AKRX,-0.0037899122024657363,0.0,-0.0037783138855259617,0.0,0.1203204857,434.0,1,3.0,0,434.0,1,3.0,0
2015-11-30,MSFT,-0.0006176864955051578,0.0,-0.0006184137363680411,0.0,0.0206911879,748.0,2,4.0,0,748.0,2,4.0,0
2015-11-30,AMGN,-0.0030360539680857335,0.0,-0.0030346907110065232,0.0,0.0075349825,496.0,1,5.0,0,496.0,1,5.0,0
2015-11-30,IBM,0.002966057074607278,0.0,0.0029806706729418363,0.0,-0.013010652,1328.0,5,6.0,0,1332.0,5,6.0,0
2015-11-30,GE,0.003604004183797106,0.0,0.003623899559726468,0.0,0.0479961613,1417.0,5,7.0,0,1420.0,5,7.0,0
2015-11-30,MXIM,0.0020288809338156926,0.0,0.002031680900765008,0.0,-0.019960728,1171.0,4,8.0,0,1171.0,4,8.0,0
2015-11-30,XOM,-0.0006043953009977438,0.0,-0.0005889688445754903,0.0,-0.045532359,751.0,2,9.0,0,752.0,2,9.0,0
2015-11-30,DD,0.0008961268626322785,0.0,0.0008943360652927783,0.0,-0.01108898,983.0,3,10.0,0,983.0,3,10.0,0
2015-11-30,CY,-0.027220865000562495,0.0,-0.02716881928508908,0.0,-0.083279235,6.0,0,11.0,0,6.0,0,11.0,0
2015-11-30,GPS,0.0019397785696000495,0.0,0.001952823958907704,0.0,-0.076044588,1155.0,4,12.0,0,1156.0,4,12.0,0
2015-11-30,CERN,-0.007239358115817758,0.0,-0.00723232129665428,0.0,0.0094637534,179.0,0,13.0,0,179.0,0,13.0,0
2015-11-30,CDNS,0.0036664869423481457,0.0,0.0036700487295100313,0.0,-0.066916136,1429.0,5,14.0,0,1432.0,5,14.0,0
2015-11-30,XRAY,0.011367615206085509,0.0,0.011363673868162423,0.0,0.0042273759,2357.0,9,15.0,0,2355.0,9,15.0,0
2015-11-30,CLC,0.005654337872657223,0.0,0.005665836934428293,0.0,-0.059725238,1747.0,6,16.0,0,1747.0,6,16.0,0
2015-11-30,PEP,0.004075907262702106,0.0,0.004074641031397016,0.0,0.0045175565,1483.0,5,17.0,0,1481.0,5,17.0,0
2015-11-30,COP,0.002402716028498592,0.0,0.0024005314756533765,0.0,-0.136270223,1224.0,4,18.0,0,1224.0,4,18.0,0
2015-11-30,OLN,0.006851311987009814,0.0,0.006852778791614138,0.0,-0.207265837,1925.0,7,19.0,0,1925.0,7,19.0,0
2015-11-30,ITW,0.0040975638858192585,0.0,0.0040973146367015816,0.0,-0.008080454,1485.0,5,20.0,0,1487.0,5,20.0,0
2015-11-30,BLL,0.0028604497108746484,0.0,0.0028581095768027837,0.0,0.0475808585,1293.0,5,21.0,0,1293.0,5,21.0,0
2015-11-30,NDSN,-0.006976320868025334,0.0,-0.006965908787263305,0.0,-0.112329384,191.0,0,22.0,0,191.0,0,22.0,0
2015-11-30,JWN,0.0053815003578230975,0.0,0.005388714155328215,0.0,-0.115532426,1710.0,6,23.0,0,1711.0,6,23.0,0
2015-11-30,INTC,-0.00150679765949707,0.0,-0.0015078269856900514,0.0,-0.009303327,658.0,2,24.0,0,657.0,2,24.0,0
2015-11-30,BC,0.006433258641047078,0.0,0.006432707012138439,0.0,-0.040381259,1868.0,7,25.0,0,1870.0,7,25.0,0
2015-11-30,DOW,-0.0002911686854280926,0.0,-0.00029145853267241537,0.0,-0.003744763,787.0,3,26.0,0,787.0,3,26.0,0
2015-11-30,CMN,-0.0029656995362613023,0.0,-0.0029613860006253135,0.0,-0.041593174,505.0,2,27.0,0,504.0,2,27.0,0
2015-11-30,CR,0.004343181817771137,0.0,0.0043413580831709025,0.0,-0.080453715,1537.0,6,28.0,0,1537.0,6,28.0,0
2015-11-30,VMC,0.011413934670172892,0.0,0.011408309394017418,0.0,-0.075097537,2366.0,9,29.0,0,2367.0,9,29.0,0
2015-11-30,SXT,0.008476784203550488,0.0,0.008464961509225948,0.0,-0.060243579,2117.0,8,30.0,0,2114.0,8,30.0,0
