date,stock_ticker,predicted_return_ols,predicted_return_lasso,predicted_return_ridge,predicted_return_elastic_net,actual_return,rank_ols,decile_ols,rank_lasso,decile_lasso,rank_ridge,decile_ridge,rank_elastic_net,decile_elastic_net
2016-11-30,PEP,0.012761049648772442,0.0,0.012748626840727997,0.0,0.0449547334,2251.0,9,1.0,0,2248.0,9,1.0,0
2016-11-30,HII,-0.0025720419046069776,0.0,-0.0025741898649564495,0.0,0.0300759687,369.0,1,2.0,0,369.0,1,2.0,0
2016-11-30,CDNS,-0.007888165091948151,0.0,-0.007891599426070784,0.0,-0.040634906,69.0,0,3.0,0,69.0,0,3.0,0
2016-11-30,CERN,-0.005823646974693937,0.0,-0.005819176786777677,0.0,-0.048713016,149.0,0,4.0,0,149.0,0,4.0,0
2016-11-30,AKRX,0.008345245186123873,0.0,0.008337062068040142,0.0,0.028446495,1873.0,7,5.0,0,1872.0,7,5.0,0
2016-11-30,LLTC,0.0010201917249922556,0.0,0.001025025884990564,0.0,-0.003178623,839.0,3,6.0,0,839.0,3,6.0,0
2016-11-30,BWXT,0.008876119478030216,0.0,0.008866491955120116,0.0,0.0134896044,1929.0,8,7.0,0,1929.0,8,7.0,0
2016-11-30,MO,0.0028383068380056654,0.0,0.002845336736726485,0.0,0.0669611073,1146.0,4,8.0,0,1149.0,4,8.0,0
2016-11-30,BC,0.00446977484132319,0.0,0.004466853181112831,0.0,0.0878883875,1409.0,5,9.0,0,1408.0,5,9.0,0
2016-11-30,GLW,-0.009471350499960604,0.0,-0.009459273288954007,0.0,0.0096875061,50.0,0,10.0,0,50.0,0,10.0,0
2016-11-30,DHR,-0.000375753599532294,0.0,-0.0003710793342258205,0.0,-0.002922513,645.0,2,11.0,0,646.0,2,11.0,0
2016-11-30,HRC,-0.0011878638942137499,0.0,-0.0011708040158661427,0.0,0.0553805246,509.0,2,12.0,0,510.0,2,12.0,0
2016-11-30,HAS,0.0026438035531917404,0.0,0.0026375572908161724,0.0,-0.089303377,1100.0,4,13.0,0,1100.0,4,13.0,0
2016-11-30,MU,-0.0014436371524912594,0.0,-0.0014404180768778424,0.0,0.1220757938,480.0,2,14.0,0,482.0,2,14.0,0
2016-11-30,MSCC,-0.015582336737758381,0.0,-0.015560823742294718,0.0,-0.014546553,7.0,0,15.0,0,7.0,0,15.0,0
2016-11-30,WMT,0.008674834655376185,0.0,0.008677621229681768,0.0,-0.011800746,1914.0,8,16.0,0,1914.0,8,16.0,0
2016-11-30,ITW,0.0118735628749155,0.0,0.01187552499924416,0.0,-0.016836199,2200.0,9,17.0,0,2200.0,9,17.0,0
2016-11-30,TER,-0.0026972755563998835,0.0,-0.0026869695726345396,0.0,0.0415375917,359.0,1,18.0,0,360.0,1,18.0,0
2016-11-30,NDSN,0.0045032031896498,0.0,0.00451018909313422,0.0,0.052075149,1411.0,5,19.0,0,1412.0,5,19.0,0
2016-11-30,LLY,0.00358519535615884,0.0,0.0035722623551114854,0.0,0.0954985669,1283.0,5,20.0,0,1282.0,5,20.0,0
2016-11-30,MSFT,0.0012181710296322165,0.0,0.0012138030350248479,0.0,0.0308981607,874.0,3,21.0,0,873.0,3,21.0,0
2016-11-30,GWW,0.002924150407169957,0.0,0.0029274603346268547,0.0,0.0069862585,1164.0,4,22.0,0,1165.0,4,22.0,0
2016-11-30,XRAY,0.005480204808017232,0.0,0.005484412070402844,0.0,-0.006702557,1522.0,6,23.0,0,1522.0,6,23.0,0
2016-11-30,TKR,0.010639882142404068,0.0,0.010628412428601108,0.0,0.0163453663,2116.0,8,24.0,0,2116.0,8,24.0,0
2016-11-30,IBM,0.0003060855666011915,0.0,0.00031194280498626336,0.0,0.0229400708,729.0,3,25.0,0,730.0,3,25.0,0
2016-11-30,BCR,0.015300009579724182,0.0,0.015281809049632496,0.0,0.0667149624,2361.0,9,26.0,0,2361.0,9,26.0,0
2016-11-30,AAPL,0.010354704625578609,0.0,0.010358888080297498,0.0,0.0476551516,2087.0,8,27.0,0,2087.0,8,27.0,0
2016-11-30,FL,0.004572306113788135,0.0,0.004575137129507429,0.0,-0.011183198,1420.0,5,28.0,0,1419.0,5,28.0,0
2016-11-30,BA,0.0005768432767471942,0.0,0.0005678052831230513,0.0,0.033706346,778.0,3,29.0,0,777.0,3,29.0,0
2016-11-30,CR,0.008272927004040143,0.0,0.008267452753669881,0.0,-0.018941926,1863.0,7,30.0,0,1863.0,7,30.0,0
2016-11-30,ABT,0.006443661854605178,0.0,0.0064398728302074125,0.0,0.0086309206,1633.0,6,31.0,0,1633.0,6,31.0,0
2016-11-30,DOW,-0.00275321543697475,0.0,-0.0027539302970451987,0.0,0.0348758786,357.0,1,32.0,0,357.0,1,32.0,0
2016-11-30,CASY,0.0025465426709130362,0.0,0.0025494101429807997,0.0,-0.013334452,1081.0,4,33.0,0,1083.0,4,33.0,0
2016-11-30,PFE,-0.0019521321278328872,0.0,-0.0019500754265130982,0.0,0.0102787227,427.0,1,34.0,0,426.0,1,34.0,0
2016-11-30,CAT,0.0003374241941955995,0.0,0.0003367900348311831,0.0,-0.029810252,737.0,3,35.0,0,737.0,3,35.0,0
2016-11-30,TXN,-0.005485969532969856,0.0,-0.005486817726502833,0.0,-0.013285243,177.0,0,36.0,0,177.0,0,36.0,0
2016-11-30,GT,0.0025102618082112095,0.0,0.002499521584213212,0.0,0.0055651124,1073.0,4,37.0,0,1070.0,4,37.0,0
2016-11-30,HSY,0.009347352765791187,0.0,0.009345154365389288,0.0,0.0699607706,1980.0,8,38.0,0,1981.0,8,38.0,0
2016-11-30,KR,-0.002312676601073536,0.0,-0.0023155235549222617,0.0,0.0681210286,392.0,1,39.0,0,392.0,1,39.0,0
2016-11-30,CVS,-0.0047434037448111305,0.0,-0.00473592432985103,0.0,0.0259713525,221.0,0,40.0,0,221.0,0,40.0,0
2016-11-30,CW,0.005932623160491713,0.0,0.005925865595043884,0.0,-0.021788221,1567.0,6,41.0,0,1566.0,6,41.0,0
2016-11-30,JNJ,0.008415219570813032,0.0,0.00841144358139534,0.0,0.0348302437,1886.0,7,42.0,0,1885.0,7,42.0,0
2016-11-30,XOM,0.005500013203179436,0.0,0.0055008214649295345,0.0,0.0336060612,1526.0,6,43.0,0,1526.0,6,43.0,0
2016-11-30,MXIM,0.007430976958939427,0.0,0.007423303429303153,0.0,-0.018125332,1776.0,7,44.0,0,1775.0,7,44.0,0
2016-11-30,GE,0.0020980526324612518,0.0,0.0021111438452481052,0.0,0.034810537,1012.0,4,45.0,0,1013.0,4,45.0,0
2016-11-30,GM,-0.010264172184250698,0.0,-0.01026661416297035,0.0,0.0196826639,38.0,0,46.0,0,38.0,0,46.0,0
2016-11-30,DD,-0.0019138120548778626,0.0,-0.0019121079990341602,0.0,-0.003152861,434.0,1,47.0,0,434.0,1,47.0,0
2016-11-30,LRCX,-0.010705755200699607,0.0,-0.010699813066483663,0.0,0.0012092124,32.0,0,48.0,0,32.0,0,48.0,0
2016-11-30,HP,0.0061139652846892035,0.0,0.006109987047240367,0.0,0.0228328476,1586.0,6,49.0,0,1586.0,6,49.0,0
2016-11-30,JWN,0.003146290680734508,0.0,0.0031429812409706917,0.0,-0.14318266,1214.0,5,50.0,0,1213.0,5,50.0,0
2016-11-30,TXT,-0.00550738050923593,0.0,-0.005512979550677954,0.0,0.0550987101,173.0,0,51.0,0,169.0,0,51.0,0
2016-11-30,CLC,0.006603186994354187,0.0,0.006613464633912431,0.0,0.1703175208,1676.0,7,52.0,0,1676.0,7,52.0,0
2016-11-30,ASH,0.004355506313316023,0.0,0.004362144008510515,0.0,-0.030557287,1387.0,5,53.0,0,1388.0,5,53.0,0
2016-11-30,BAX,-0.006673652630233444,0.0,-0.006656567212819283,0.0,-0.000976105,117.0,0,54.0,0,117.0,0,54.0,0
2016-11-30,VAL,0.0026281032896048637,0.0,0.002628829852664957,0.0,0.0145888659,1094.0,4,55.0,0,1095.0,4,55.0,0
2016-11-30,GGG,0.0075505688204344015,0.0,0.007548692579899338,0.0,0.0225978563,1786.0,7,56.0,0,1785.0,7,56.0,0
2016-11-30,BDX,0.011881590187739453,0.0,0.011880498948711148,0.0,-0.01697654,2201.0,9,57.0,0,2201.0,9,57.0,0
2016-11-30,IFF,-0.001889168749069763,0.0,-0.0018857078057192408,0.0,-0.021613516,440.0,1,58.0,0,441.0,1,58.0,0
2016-11-30,CMI,0.007362443527535682,0.0,0.0073579646772243485,0.0,-0.036341759,1769.0,7,59.0,0,1768.0,7,59.0,0
2016-11-30,PH,-0.0008141461044974992,0.0,-0.0008110040328195341,0.0,0.0074017732,568.0,2,60.0,0,568.0,2,60.0,0
2016-11-30,PKI,-0.0010418613868869672,0.0,-0.0010413986470405954,0.0,0.0278940121,535.0,2,61.0,0,535.0,2,61.0,0
2016-11-30,NEU,0.002741709414908471,0.0,0.0027347945197181813,0.0,0.0165016832,1124.0,4,62.0,0,1122.0,4,62.0,0
2016-11-30,SJM,0.0156274179729922,0.0,0.015624778847588687,0.0,0.0164526845,2369.0,9,63.0,0,2369.0,9,63.0,0
2016-11-30,SWK,-0.005631494078201671,0.0,-0.00563153479983119,0.0,-0.033512468,158.0,0,64.0,0,159.0,0,64.0,0
2016-11-30,TJX,-0.001455558048741069,0.0,-0.0014502377902308704,0.0,-0.041275228,478.0,1,65.0,0,479.0,1,65.0,0
2016-11-30,SHW,0.0008045306534683501,0.0,0.0008072848907776063,0.0,-3.9544e-05,812.0,3,66.0,0,812.0,3,66.0,0
2016-11-30,APD,0.0033014590975622895,0.0,0.003292897127639867,0.0,0.0012229172,1239.0,5,67.0,0,1239.0,5,67.0,0
2016-11-30,ARW,0.0011765361567555883,0.0,0.001177415972470155,0.0,0.0440826951,864.0,3,68.0,0,864.0,3,68.0,0
2016-11-30,FLS,0.006555544420041883,0.0,0.006556617594766508,0.0,0.0163490711,1662.0,6,69.0,0,1663.0,6,69.0,0
2016-11-30,HRL,-0.0036529447627422678,0.0,-0.0036382658746310524,0.0,0.0163471861,296.0,1,70.0,0,296.0,1,70.0,0
2016-11-30,AMAT,-0.006799930975897279,0.0,-0.006812194397798635,0.0,0.0018739034,110.0,0,71.0,0,109.0,0,71.0,0
2016-11-30,MMM,0.00345517904303525,0.0,0.003453442740316919,0.0,0.0394694297,1264.0,5,72.0,0,1264.0,5,72.0,0
2016-11-30,PBI,0.005267267208783257,0.0,0.005259987215725266,0.0,0.0582365295,1492.0,6,73.0,0,1492.0,6,73.0,0
2016-11-30,CSL,-0.0023364332953540773,0.0,-0.0023319382827466702,0.0,-0.017060251,389.0,1,74.0,0,389.0,1,74.0,0
2016-11-30,VAR,0.00869759207438681,0.0,0.008688095270798144,0.0,-0.000856641,1916.0,8,75.0,0,1915.0,8,75.0,0
2016-11-30,TMO,-0.0036030457020896347,0.0,-0.003603960587401279,0.0,0.0078365034,298.0,1,76.0,0,298.0,1,76.0,0
2016-11-30,WST,0.012976188965979258,0.0,0.01297021074145484,0.0,0.0450481227,2274.0,9,77.0,0,2274.0,9,77.0,0
2016-11-30,RPM,0.003876890697281638,0.0,0.0038789001921567317,0.0,0.0170880551,1328.0,5,78.0,0,1328.0,5,78.0,0
2016-11-30,AOS,-0.0028011197236892825,0.0,-0.002800844289981335,0.0,-0.026621253,349.0,1,79.0,0,347.0,1,79.0,0
2016-11-30,COO,0.011004655833637064,0.0,0.011002689493843502,0.0,0.0631688213,2149.0,8,80.0,0,2149.0,8,80.0,0
2016-11-30,PPG,0.0008605198523915162,0.0,0.0008596495671192108,0.0,-0.012496374,819.0,3,81.0,0,819.0,3,81.0,0
2016-11-30,HXL,0.0030845579731509734,0.0,0.003083456090702527,0.0,-0.005713816,1200.0,5,82.0,0,1199.0,5,82.0,0
2016-11-30,BIO,-0.0062753729606013255,0.0,-0.0062769328856665686,0.0,0.0503051816,130.0,0,83.0,0,130.0,0,83.0,0
2016-11-30,INTC,0.00576700390509771,0.0,0.005763177456572999,0.0,0.0449449471,1549.0,6,84.0,0,1548.0,6,84.0,0
2016-11-30,SXT,0.013262090517433628,0.0,0.013256267384681247,0.0,0.0059748818,2300.0,9,85.0,0,2300.0,9,85.0,0
2016-11-30,TGT,0.002506845955409726,0.0,0.0025081632238152796,0.0,-0.065162698,1071.0,4,86.0,0,1073.0,4,86.0,0
2016-11-30,SNA,0.0010464068576697119,0.0,0.001049674477885276,0.0,0.0240421495,841.0,3,87.0,0,841.0,3,87.0,0
2016-11-30,NWL,-0.0051698707932914135,0.0,-0.0051514179884118196,0.0,-0.05050202,193.0,0,88.0,0,193.0,0,88.0,0
2016-11-30,BLL,-5.341205609855383e-06,0.0,2.2411988784745013e-06,0.0,-0.000166745,687.0,2,89.0,0,688.0,2,89.0,0
2016-11-30,MRK,0.006282428872849877,0.0,0.006276842507165634,0.0,-0.030533694,1604.0,6,90.0,0,1604.0,6,90.0,0
2016-11-30,COHR,-0.003826293727029111,0.0,-0.003830233958653461,0.0,0.0524585782,284.0,1,91.0,0,285.0,1,91.0,0
2016-11-30,NOC,0.002018253386419474,0.0,0.002022479028059226,0.0,-0.065070646,1006.0,4,92.0,0,1007.0,4,92.0,0
2016-11-30,CPB,0.011321582619093704,0.0,0.011321447611050712,0.0,0.0626284903,2175.0,9,93.0,0,2175.0,9,93.0,0
2016-11-30,HRS,0.0035127192831783402,0.0,0.003512211808266944,0.0,-0.010825264,1274.0,5,94.0,0,1274.0,5,94.0,0
2016-11-30,F,0.0007503853558136738,0.0,0.0007461248064033696,0.0,0.0139140528,806.0,3,95.0,0,806.0,3,95.0,0
2016-11-30,DOV,0.004052529419780697,0.0,0.004055359572061823,0.0,0.0316515169,1364.0,5,96.0,0,1365.0,5,96.0,0
2016-11-30,K,0.0033677533874881854,0.0,0.0033605417557018365,0.0,0.0234499867,1250.0,5,97.0,0,1249.0,5,97.0,0
2016-11-30,ADI,0.010983378216745724,0.0,0.0109731436528289,0.0,-0.022121056,2148.0,8,98.0,0,2147.0,8,98.0,0
2016-11-30,ZBH,0.008647724581889043,0.0,0.008649154820444125,0.0,0.0152114504,1911.0,7,99.0,0,1911.0,7,99.0,0
2016-11-30,RMD,0.0017250729869173718,0.0,0.0017331811171780818,0.0,0.0089713032,954.0,3,100.0,0,954.0,3,100.0,0
2016-11-30,MON,-0.0010617279539129028,0.0,-0.0010696091040315542,0.0,0.0240403763,532.0,2,101.0,0,530.0,2,101.0,0
2016-11-30,REGN,0.003217338029659082,0.0,0.0032166274078557116,0.0,-0.032337746,1225.0,5,102.0,0,1225.0,5,102.0,0
2016-11-30,HAR,-0.006495373889315308,0.0,-0.006500329427715073,0.0,0.0160664706,125.0,0,103.0,0,125.0,0,103.0,0
2016-11-30,MIDD,0.0019528206974035365,0.0,0.001961231357930399,0.0,-0.059943731,989.0,4,104.0,0,991.0,4,104.0,0
2016-11-30,SPLS,0.010724839750733338,0.0,0.010720097822430224,0.0,-0.052006295,2128.0,8,105.0,0,2128.0,8,105.0,0
2016-11-30,IEX,0.007749621576955031,0.0,0.007750904079094808,0.0,-0.038223332,1800.0,7,106.0,0,1800.0,7,106.0,0
2016-11-30,EA,-0.005630386299969354,0.0,-0.005628287436148575,0.0,-0.006357493,160.0,0,107.0,0,160.0,0,107.0,0
2016-11-30,CSCO,-0.0026867723678552845,0.0,-0.002687606290133286,0.0,0.0131138037,360.0,1,108.0,0,359.0,1,108.0,0
2016-11-30,HOLX,-0.0019145279695231632,0.0,-0.0019187542093241474,0.0,0.0477668806,433.0,1,109.0,0,431.0,1,109.0,0
2016-11-30,BEAV,0.00022504660024433862,0.0,0.0002136293917071755,0.0,0.0021982963,720.0,3,110.0,0,719.0,3,110.0,0
2016-11-30,XLNX,-0.0005455554364132299,0.0,-0.0005435171540821007,0.0,0.118077164,626.0,2,111.0,0,626.0,2,111.0,0
2016-11-30,WDC,-0.01495936556012379,0.0,-0.014938104515286554,0.0,0.0749434358,10.0,0,112.0,0,10.0,0,112.0,0
2016-11-30,HOG,-0.0005414302488271345,0.0,-0.0005430116306562875,0.0,-0.036430715,627.0,2,113.0,0,627.0,2,113.0,0
2016-11-30,ECL,0.009675526174160733,0.0,0.009674603814982124,0.0,0.0070674107,2019.0,8,114.0,0,2019.0,8,114.0,0
2016-11-30,TRMB,0.0017764568722057677,0.0,0.0017766277054136678,0.0,0.0692281699,959.0,4,115.0,0,959.0,4,115.0,0
2016-11-30,TSN,-0.0011555142674990315,0.0,-0.0011483144670255008,0.0,0.085424324,516.0,2,116.0,0,517.0,2,116.0,0
2016-11-30,PX,0.008407297702745923,0.0,0.008402600439534207,0.0,-0.019917626,1883.0,7,117.0,0,1883.0,7,117.0,0
2016-11-30,CAKE,0.00287334308300858,0.0,0.0028781706180690913,0.0,0.0116993733,1156.0,4,118.0,0,1157.0,4,118.0,0
2016-11-30,LFUS,0.00439376123828031,0.0,0.004398212718881393,0.0,0.0407179794,1393.0,5,119.0,0,1394.0,5,119.0,0
2016-11-30,MCHP,-0.007990287182281806,0.0,-0.007977198855666522,0.0,-0.030973901,61.0,0,120.0,0,61.0,0,120.0,0
2016-11-30,ORLY,0.00014415827543987677,0.0,0.0001391621533912632,0.0,0.0139440936,700.0,2,121.0,0,699.0,2,121.0,0
2016-11-30,FLIR,-0.0013892635863706534,0.0,-0.0013828709366826494,0.0,0.007497237,488.0,2,122.0,0,489.0,2,122.0,0
2016-11-30,WWD,0.00034783751437578517,0.0,0.00034913502057277047,0.0,0.019189143,740.0,3,123.0,0,740.0,3,123.0,0
2016-11-30,AGCO,0.004729498432991561,0.0,0.004727562005198498,0.0,0.0366175896,1449.0,6,124.0,0,1449.0,6,124.0,0
2016-11-30,VSAT,-0.0014257909815488289,0.0,-0.0014264528306480754,0.0,-0.071287619,485.0,2,125.0,0,485.0,2,125.0,0
2016-11-30,TUP,0.009981484895554284,0.0,0.009984103197081706,0.0,-0.038900285,2053.0,8,126.0,0,2054.0,8,126.0,0
