stock_ticker,predicted_return
CVI,0.040626045094534505
CVI,0.03464568268939998
CVI,0.03438484416279169
INCY,0.03437488374087591
STRZA,0.03317469368877378
CVI,0.03243829529158443
ITT,0.03197602483589593
BRCD,0.030469934961129732
CAR,0.029995892564462383
TRIP,0.029715570430912358
PIR,0.029575312089040583
TRIP,0.028913508590607477
DSW,0.02887319627783573
HSNI,0.0288323065253267
PCYC,0.028238076675563547
THS,0.028096842630324984
TPX,0.027858129700875818
WYNN,0.027821634000227986
BRCD,0.02772168081843355
PANW,0.02764806350963068
DDS,0.02757643691232139
NEM,0.027548192710326446
HSNI,0.02738691256953648
WPX,0.027315335943084322
DSW,0.027281044712480152
PIR,0.02706309905112534
CVI,0.02705274755205599
PIR,0.027029978526423495
ILMN,0.026935571692668327
DSW,0.026891926506375514
ANF,0.02685096787201276
PCYC,0.026841978742560255
NOW,0.026653903042189318
CHS,0.026527814198140875
CNK,0.02645803827396906
CHMT,0.026408312247530145
BRCD,0.026368114366923337
PIR,0.026362913127285236
ITT,0.02622373841392933
HSNI,0.026213458614880645
IACI,0.025870988728667173
SLXP,0.025865369833684395
XEC,0.025780730005913743
DAN,0.025775510891326528
ILMN,0.025633957449811035
GM,0.02555526116084243
HSNI,0.025508975610725165
STRZA,0.025507888079679523
SD,0.0255071304377953
SLXP,0.02543395820571409
ROSE,0.025403356840756366
ULTA,0.025374374998490126
BRCD,0.025274902878157597
WTW,0.025223481838180253
LINTA,0.0251624461605365
HMA,0.025134976705062848
ALK,0.025071392438763263
HLS,0.025027272490236608
XEC,0.02497675269763274
SPLK,0.02497022497816227
NEM,0.02492167472690926
PCYC,0.024891091868625672
FB,0.024845073005577794
KAR,0.02477327605069717
HLS,0.024766606497874395
UFS,0.024729315449944417
MHFI,0.0247147136716775
GRPN,0.024709100578611518
HSNI,0.02463060832677156
TSN,0.024607679828016555
CNA,0.02460445736486112
CDNS,0.02454662106067936
ROC,0.024529816626504945
THS,0.02452414698876936
KRO,0.0244906131045684
NEU,0.02447723977278341
CYH,0.024436973038170027
PCYC,0.02441570595088897
TEG,0.024338323404680947
BID,0.024311407855030786
DDS,0.024310320600915064
HUN,0.02428999581802337
CYH,0.02426691715459356
GRPN,0.02424813278607126
TSLA,0.024232494987498455
AAP,0.024204368684556582
JWN,0.024091281781761686
CNK,0.02403137562248263
STRZA,0.024013815941022202
DLTR,0.023999008134777938
AAP,0.023989093573768935
MDRX,0.0239819244245521
FB,0.02393149633349131
HUM,0.023911757754424365
FL,0.02389658094888693
DO,0.023842429099077862
NUS,0.023802150027520647
GM,0.02379799870330061
RGLD,0.0237796115039202
CDNS,0.023740161915448144
