predictions,actuals
0.013885009486735045,0.0383192338
0.0021929873045975472,-0.00967407
0.012607590129064546,0.0459148772
0.011463895300358497,0.0244242791
0.01837309428565628,-0.071138464
0.017803867327464994,-0.066922456
0.006905994055631696,-0.036790509
0.005075947510664983,-0.091031715
0.015596054073822998,0.0270843916
0.01031499607299312,-0.032624114
0.008939383675455008,-0.041558377
0.015275278834274984,0.0731746107
-0.0028484012470694244,0.0201775935
0.001262523468884117,-0.016219534
-0.0034078521855633523,-0.083073862
0.0035296035498623927,-0.049680475
0.006418202444696877,0.0016020099
0.004817258596670889,-0.169388041
0.015513635066850297,-0.151145488
0.00761379700596163,-0.014672942
0.008974123369095867,-0.071159892
-0.0015589200534693124,-0.129083291
0.006696854852031846,0.0561568663
0.0018063168645546792,-0.151291519
0.003572751795600752,-0.225250036
0.012403195832706436,-0.159593165
0.020520035207366703,-0.259454697
0.02282094422769481,0.0102301966
0.009506511725115822,-0.032486338
0.0034935593791222278,0.0542369038
0.011910784902314718,0.0562851764
0.003785713897092439,-0.039590314
0.003903225230762028,-0.017079066
0.009474435541748065,-0.034847043
0.004286740317913985,-0.087216355
0.010546084404643306,0.1143417731
0.01372509893249767,-0.267016321
0.0050966328201018886,-0.039979532
0.008089432072211303,-0.10350354
0.007656738437058482,0.0269248039
0.019159853501411177,-0.03252944
0.005104517783279482,-0.14110592
0.00812330048931864,-0.008978087
0.004106496689745906,-0.037776724
0.018912764228816666,0.3802551627
0.006583543367106192,0.2142142504
0.01241164452632821,0.0141021926
0.012812176873814262,-0.084077239
0.002686758996608817,0.0971921831
0.013644849703205657,-0.073622055
0.0062906657252002115,-0.089001417
0.01074553256240101,-0.038461529
7.104520920048034e-05,-0.000581936
0.0029469825077820594,-0.031662274
0.008426087186912819,0.0049263402
0.01152410319533384,-0.100815855
0.012693757105914888,-0.049504917
0.004586265611625175,-0.187824756
0.007379629251636115,-0.044210535
0.0009738395144211851,-0.067277208
0.011535938768925252,-0.045801546
0.01429520094987171,-0.091309354
0.00484421848440101,-0.045238994
0.010681347822258321,-0.096972778
0.008398540588819293,-0.045486692
0.012669714647273973,-0.093938187
0.008783509953430272,-0.020655444
0.0028555725852875734,0.0072904131
0.0006496047900622411,0.0962671414
-0.0033718185869586765,-0.036773477
0.008693152771514504,-0.088183418
0.012136393083018,-0.024482975
0.008061065020723155,-0.017503988
0.017728414157371978,-0.040085018
0.004203289921231647,-0.013533857
0.0010085573264419136,0.0050287135
-0.004769448697956195,0.0279149488
0.009809776069135835,-0.113143593
0.011620322567194216,0.0255266037
0.008182636312716714,-0.049005184
0.005703572984975896,-0.03258178
0.011360394956526167,-0.103486106
0.008415345001150473,-0.103343412
-0.0011880839611829036,-0.108043753
0.00035569780270416906,0.022823602
0.006570940468075631,-0.128345907
0.0163301458675955,0.0647181943
0.018660027343252075,-0.09167996
0.005826964664605605,-0.020503586
0.008049263798167762,-0.093845196
0.014998055118047787,-0.040858183
0.006013163534867071,-0.036980085
0.008013698706509689,-0.094745651
0.008991190486483894,-0.173224077
0.0014759216167370198,-0.136778057
0.02091478696378004,-0.000565447
0.009245275239662001,-0.001858433
-0.0015215492553383447,0.1423553824
0.012083057815845392,0.016046701
0.008891943086114972,-0.098671444
0.0004338675279033262,-0.141350165
0.01409406214595305,0.0326198749
0.0009466978635970817,-0.019008812
0.006685062859831097,-0.089872688
0.014530454035376962,0.0682828501
0.0011274109304055188,-0.042436682
0.014973971929024502,-0.00219629
0.00699188431839407,0.0139203938
0.0042754589553195155,0.0092804329
0.0046589016250892625,-0.113702618
0.01433807639549394,0.0142857004
0.01732046865774349,0.1096533909
0.008235154372617246,-0.016819235
0.006338516713818148,0.011955901
0.018134545373968365,-0.106593661
0.0032431305592748403,0.0684561506
0.008343136745107109,-0.105301388
0.01620347838697072,-0.072895654
0.006521294326245548,0.0781552121
0.0034055389713703362,-0.085836828
0.0006137320132778498,0.1464427412
0.007055056017397884,-0.098767489
0.008236028820719197,-0.09685725
0.0074903579750389224,-0.134864748
0.0050185848549171,-0.159693286
0.013374091996827295,0.1121366397
-9.460389833124659e-05,0.0357993469
0.015346088268646566,0.0178113058
0.0011536847319858871,-0.011256858
0.012942011965972583,-0.011042087
-0.005821377380592064,-0.087684363
0.009958091115521761,0.0604052246
0.01164979882709622,-0.028441049
0.003520362824565375,0.0623068511
0.014737323925329749,-0.041150454
0.008708964265181026,0.1177358776
0.005024772472648829,-0.086013436
0.019557139535405808,-0.021625159
0.013418163390845174,0.0415194295
0.01678764110528179,-0.035777107
-0.006337927563398295,0.0081394408
0.006751653211247183,-0.108689755
0.012033418825030976,-0.066932142
0.015685327188134715,-0.034496207
-0.0011025339506939482,0.0313749388
-0.0006804829911398677,-0.110815428
0.009477063225229503,0.0067099039
5.991121383630907e-06,-0.031199098
0.021472137820149003,0.1668616682
0.01364523108207254,-0.088403866
0.020368878142701094,-0.045299325
0.019037886798974814,0.0085913651
0.0062308272485905635,-0.104356654
0.017465674492379256,0.1355646998
0.00012520607515887315,0.0053430088
0.003679445469933925,-0.03070176
0.0056291415428717535,-0.10891661
-0.0016740712932690385,-0.009577137
0.00824791653697826,-0.10173326
0.002512342933561177,-0.013077321
0.007310599230215792,0.1236989051
0.005317617066154041,-0.071331196
0.004691762515657523,-0.007742767
0.0032022433650529857,0.0156246284
0.01059184150709001,0.0057055168
