stock_ticker,predicted_return
NVAX,0.046463900033977865
BHF,0.04230919885216676
NVAX,0.040714426726930396
DOCU,0.03843816042136474
MDB,0.03833314419164271
VMW,0.03813882326422605
BE,0.03792833171374586
QLYS,0.03772690309106601
NVAX,0.03724187416607306
PSTG,0.0372409266519496
CHPT,0.037153777388665474
ADSK,0.03634467328359185
ADSK,0.03624375820737822
PLUG,0.03614204588873566
BHF,0.03577954144242878
DOCU,0.0357014348160368
UPST,0.03551552965829656
BILL,0.03550869780039239
NVDA,0.03496944915265926
VMW,0.034833113981196144
ADSK,0.03477399606672156
BHF,0.03443556910678646
TENB,0.034430411785382496
NET,0.03430984559746306
DOCU,0.034308923421653974
VMW,0.03428451221004682
UPWK,0.03392883599015164
ARVN,0.033865658034869656
LULU,0.03377586556692329
EQH,0.03374303748078361
PODD,0.033685068388699176
PGNY,0.03365442091983241
SQ,0.033531866310620745
ARVN,0.03326062496694988
PANW,0.03313329220281506
NET,0.03302946671281775
SRPT,0.032462730902407
APA,0.03240310456682464
DNA,0.03212913637122797
APO,0.03209478727538953
ARWR,0.03207316798300322
APLS,0.032010372290609414
RPD,0.031982423503429995
FNB,0.031967332765028965
SNAP,0.03189965882957373
DBX,0.031843833275057916
MRNA,0.03180677935620676
PCTY,0.03172462286135038
LRCX,0.03171658773790959
RPD,0.03165142018707493
PANW,0.03157839236868765
SRPT,0.031526035684795256
SRPT,0.031493351776365516
DBX,0.0314692209751236
BMY,0.031435942814015155
RBLX,0.031139108332070446
RNG,0.031129679917595396
EQH,0.031094204422913135
MTD,0.03107300681188499
DBX,0.031071381823809634
PODD,0.03099311985018953
BILL,0.03099168121992086
DOCU,0.030904489205614012
ARWR,0.030901961048914364
SM,0.030795091866110937
MUSA,0.03072979072875471
GME,0.03064551200937865
SRPT,0.03063957508196643
RJF,0.030622915710922932
QCOM,0.03062248247314777
PODD,0.030538262377127055
AR,0.030413226579890658
NOW,0.030399475600505356
PANW,0.030316512362461426
OSH,0.03029498034089527
MDB,0.030282976305621746
SNAP,0.030206309803610144
SWAV,0.03019277071083762
NVDA,0.030168185643843097
SRPT,0.030155331352923316
SNAP,0.03012874888991543
NVAX,0.030118824939801073
DBX,0.030113311084906363
ATKR,0.030097128978119995
PANW,0.03006670739020744
ENPH,0.029983447236431558
ABNB,0.029916647416011133
SSB,0.029884693900067892
NTRA,0.029816350058459395
SPLK,0.02980739254918295
MTD,0.029798554587716367
NRG,0.029783809873004982
OVV,0.029760213632871103
PODD,0.029736709330926127
LRCX,0.02972816373344101
EXPD,0.029717903661135303
BHF,0.029699801353409334
LNC,0.029608813242762273
HBAN,0.029608564579507203
LNC,0.029597476020848272
