stock_ticker,predicted_return
WDC,0.03801401055176744
CVI,0.03628788629340578
VRSN,0.0328616076661263
WDC,0.032830395693503094
GM,0.032458015162412805
ALV,0.03213698956068897
XEC,0.031865339666281786
INCY,0.03185686330219349
XEC,0.03141639848283402
OSK,0.031328549292251734
HLS,0.03105057812274344
HUN,0.03072172680195904
RES,0.03071478186957416
HUN,0.03049541585594194
VRSN,0.030351528770282132
HLX,0.030308705414748772
CDE,0.030280290529715613
FSLR,0.029685714900637768
CDE,0.029525658073318015
VRSN,0.029337910288965773
WDC,0.02929912839719373
OC,0.029161111839636017
BRY,0.029053418383617004
TRW,0.028910578630095298
OSK,0.028833568713430804
NAV,0.028803092123167232
KRO,0.02877451640727332
XEC,0.028707075367594904
LVLT,0.02855645806395085
DISH,0.02850438828209405
ALV,0.028503956271527825
GPS,0.02831016593172721
TRW,0.02823419385770888
PL,0.027969950301030777
PL,0.027763456284316756
WCG,0.027728595624280594
BRCD,0.02771841214763063
HLX,0.027710122572491978
HUN,0.02762213001641327
ARIA,0.02755892224963631
XEC,0.0274730341852773
AMD,0.02745013531407721
OC,0.027450059421256234
GPS,0.027427121753074723
VC,0.02740462060900868
SD,0.02736424590953341
RES,0.02729872310137283
HLS,0.027289317637242266
WDC,0.027288922822699832
UFS,0.027121511062919882
ROC,0.02707185265255051
UFS,0.02705055240136328
SNDK,0.027043702181938863
SOHU,0.027003773033718252
VC,0.026988909046630802
MSI,0.026977964671176254
CDE,0.0269633600883727
ASH,0.02668762422627627
GM,0.02666261298388684
ASH,0.02665928077118387
AMAT,0.02662442950505607
XEC,0.026539921701713483
RES,0.02648957144824397
SOHU,0.026385174564965676
LNCR,0.026316962077258185
APA,0.02610110852813305
ARIA,0.026071730106981487
TRN,0.026040456622616014
GM,0.02599486137020603
GPS,0.025967970237367348
BRCD,0.025967254959202376
UNT,0.025911746138582475
F,0.025870303758528345
WLL,0.025803432609021106
ROC,0.0257921326972867
CHK,0.02575973797906979
ROC,0.025728773872319
LSI,0.025676246764841662
BID,0.02562219609305584
VC,0.02561760880592729
BRY,0.025605010207735188
INCY,0.02557813148129516
WLL,0.02556070174480326
WLL,0.025540139648237307
EA,0.025520670568387777
BID,0.02548845238504798
ALV,0.025325626432291026
INCY,0.025292590777474623
JDSU,0.02525548257743979
ARIA,0.02524865440371232
HRS,0.02515680411482119
CYT,0.025096670659401635
HRS,0.02506480166332455
VC,0.024984872098060447
RES,0.02497999607219053
LEA,0.024931407304384208
WLL,0.024882623872615476
PCS,0.024880528723481406
XEC,0.024868671956403108
LSI,0.02481406047316835
