stock_ticker,predicted_return
MTD,0.03786488056813434
LNW,0.03719278992619265
APA,0.036657973253793365
APA,0.03649183266299254
COIN,0.03637772291747054
TDC,0.036030981688509926
APA,0.03551157090979507
TPR,0.03528001971849999
MTD,0.035261108030784284
MTD,0.03505192341271017
AAPL,0.03464065110919279
VRSN,0.034473108181743414
VRSN,0.03433918246305286
APA,0.034079109598895777
MTD,0.03350172338517892
HOOD,0.03348419592712628
OLN,0.033477512483898034
IDXX,0.03267552009803325
MTD,0.03266079534802735
DDS,0.03263255869725691
VRSN,0.03248959156916069
TDC,0.03210947305736409
QLYS,0.03203508406627028
PBF,0.03200082148531506
VRSN,0.031835836245958926
PBF,0.031684888076982456
TDC,0.03167181432070533
COIN,0.031553971966068205
AAPL,0.031536685771126824
TDC,0.03151369821212112
TDC,0.031492089913462376
COIN,0.03138070175447069
APP,0.03131128865288195
IDXX,0.03127536973671459
TDC,0.031093610518864404
VRSN,0.030977204904637526
VRSN,0.030899553497560787
ANET,0.030883822393874327
LNW,0.0308816562319095
APA,0.03087800057857508
FTNT,0.030869068845415293
ETSY,0.03086039232929809
CNX,0.030845197917426126
GPS,0.030837414287193554
EBAY,0.030802436552342584
MSI,0.03075205820737515
GPI,0.030726674516788066
MSI,0.030628722550076364
KKR,0.030479812639869257
NDAQ,0.030471946551081597
LII,0.03047148306974006
KKR,0.03046422660478154
MASI,0.030055825419394173
IBKR,0.030048520911028727
CAH,0.030041586643811978
WAT,0.030015644942786815
ALL,0.029957829617789616
COIN,0.02995133678939483
IDXX,0.029951036085402782
VRSN,0.029922726919655605
APA,0.0298996470828529
SHC,0.029670418419469373
CAH,0.0295734936526567
AMAT,0.029516205822501057
LNW,0.029495272564786637
IDXX,0.029452372250261545
MSI,0.029287896464438197
ALV,0.029263190460764893
PLXS,0.029189188657832203
MSI,0.02914589021294401
APP,0.029144838728301002
DBX,0.029074312526865327
TPR,0.02906795078230842
VRSN,0.029002715338742477
IDXX,0.028999414096883613
FTNT,0.028991616189062527
ADSK,0.028910701552522358
CIEN,0.02887963971490514
NRG,0.028870641475389668
SNAP,0.02884139492043327
LLY,0.02876779037955831
TDC,0.028700997356419948
EW,0.02864052952313491
AMAT,0.028634581120206976
QLYS,0.028610619318265695
PII,0.028609718741494983
WRK,0.028555489097936128
LEN,0.02855360911744135
GNTX,0.028490506776415556
QLYS,0.028435204441185816
AAPL,0.028392553351100913
MSI,0.02834589472072968
FTNT,0.02831780921550535
ALL,0.028263190942518335
ALL,0.02821413840252541
ASO,0.02821320781818646
ROK,0.028208368788225878
CNX,0.02819490362423878
VRSN,0.02819071245709153
NVDA,0.028181678176406696
