stock_ticker,predicted_return
IONS,0.040944132991922774
IONS,0.03882390161791316
IONS,0.03687966182279395
BPOP,0.033281014014616625
PRU,0.03221636305219171
HPQ,0.03149618404992943
WPX,0.03128063467775795
WPX,0.031118324014129693
FNSR,0.031057281217950254
SM,0.030280083773821923
WPX,0.0302347257908843
PFPT,0.030063532285331627
PRU,0.02989147347335522
AFSI,0.029490732413692787
INTC,0.02916297794100339
AFSI,0.029120825876904358
SPLS,0.02887609672920016
HPE,0.028862579130321246
DAN,0.02882747973701013
HPQ,0.02881030290680926
NKTR,0.028672878001659456
BPOP,0.028620697599583855
HPQ,0.02851630664980748
PFPT,0.028223726090822136
SWN,0.028187017138478737
PRU,0.02807540333255378
AR,0.02805116286588167
S,0.028031116427806202
HPQ,0.02780132172709261
IONS,0.027555920880238345
UBNT,0.02750377790003884
BPOP,0.027411601517794332
WOR,0.027370005659355604
NUS,0.02733557137543557
GLW,0.02722636850661506
AR,0.027192176864918954
PRU,0.02719208667518646
WPX,0.02712934637237692
NAV,0.02692779200325969
PRU,0.026898020630685016
RAD,0.026869259234544585
WPX,0.02685751660988664
FL,0.026790740712210187
WPX,0.026731185236497007
PRU,0.026668712731911664
ICPT,0.026662666724260806
ONCE,0.026621580201180984
SM,0.02661216704403875
WU,0.026499071503477283
CLR,0.026372047679030813
SWN,0.026283696528111335
BMS,0.02628131987946639
WPX,0.026245545392679377
PBH,0.02617554841550233
BBBY,0.025872475271205037
PRU,0.025751655013665775
BBBY,0.025744591003245398
HPQ,0.025742709292648498
S,0.025693501582277338
HPE,0.025676981368481035
XYL,0.025663921553550902
HPQ,0.02561901683891022
PFG,0.025609678393476523
WU,0.025602363074496665
BAH,0.025521621482846146
FCX,0.02542862424317249
ALSN,0.025392619591133734
WU,0.02537481893168116
AR,0.025355882064527754
BPOP,0.02531537921400638
VMW,0.02518151762410285
NRG,0.025172106120658032
SWN,0.02500928690145741
FL,0.024960561098092273
PBH,0.024929995587919297
HCSG,0.02492626288937969
NFX,0.024918118457580508
RRC,0.02490833022769877
FCX,0.024870587518820736
PBH,0.024841547399849343
QEP,0.024827438507853614
NFG,0.024762373937226342
SWN,0.024707179284626797
VVC,0.024691465713731396
NFX,0.024690895830450692
EQT,0.02456144279734826
COTY,0.024466321639199658
SWN,0.0244240855296043
PFG,0.024375262703605554
UBSI,0.024337342337659187
NCR,0.02432361797391956
WPX,0.02431670557022189
UBNT,0.024305113106903205
NUS,0.02429399315396149
DVN,0.024220458304733992
HPQ,0.024217534558120868
LPI,0.0242083634021785
WWD,0.024202687948796008
DVN,0.024117155117603824
CC,0.02405919116322708
