stock_ticker,predicted_return
ARRY,0.038331713400698214
AMGN,0.03781992737234886
ARRY,0.03650608824786944
AMGN,0.03411307642977024
HPQ,0.033528487701245974
AMGN,0.03208299812642356
HPQ,0.031166805453228502
HPQ,0.030992550991756636
UBNT,0.030878772595914903
ETSY,0.030521953515583546
RP,0.030507283409409995
RP,0.030436745265356255
PRU,0.030061365998783795
HPQ,0.029680623091395405
AIZ,0.029595872373031337
VSM,0.02922706245614636
HPQ,0.028949819026115497
BF.B,0.02865188168751935
NUS,0.02852782210524473
FGEN,0.02852617641032543
LB,0.028284212909762872
CSCO,0.028269656108706714
AIZ,0.028239144991895723
CLF,0.028149883887599633
SGEN,0.0281149566220648
AMGN,0.02780052466511909
SFM,0.027782329437012847
WU,0.027737445327705935
VMW,0.027670878073217678
NKTR,0.027651324333771238
HPQ,0.02762408554152872
NUS,0.02743371509150011
VSM,0.02743173010769301
RP,0.027408649387406704
SNPS,0.027345242877101262
BPOP,0.027281616319518295
PRU,0.02727993893601078
INCY,0.02722689752166825
HPQ,0.027200923284934484
NUS,0.027089822549983437
PRU,0.027011804399852898
PRU,0.026975957711278902
AIZ,0.026917140615873816
AEL,0.026917021784382454
SNPS,0.026914580359625465
NUAN,0.026863283165404116
FGEN,0.026858550610768583
CSCO,0.02684104930342107
SPB,0.0268131289308735
TRMB,0.026809636087706205
DCI,0.02677295214575682
ABBV,0.026698031207405028
BWXT,0.026684929581361674
RP,0.026660768266350804
JNPR,0.02662991153096834
AMGN,0.026475394918469328
VVV,0.02634279926093574
HPQ,0.026304090386218327
VSH,0.026291452429519135
WU,0.02627025163895603
ARRY,0.026207707890650907
BBY,0.02615413954709138
TRMB,0.026138380832713255
JNPR,0.026084756833627137
HPQ,0.026082042802464827
AIZ,0.02600317925703589
SNPS,0.02596418838774616
LITE,0.025946031202590206
CQH,0.02592409705905477
EW,0.02592355501060324
BRKR,0.025815122613707792
PPC,0.025811024815344006
ARRY,0.02581086784017943
PRU,0.02580944927281995
VLY,0.025772390522389825
CSCO,0.025749927307291382
AIZ,0.025741099702372622
EA,0.025708323111482967
TECH,0.02570502104056461
ASH,0.025641541394098594
LLY,0.025612990093029035
ALV,0.025599428339549587
PPC,0.025552282423364426
HPQ,0.025532620662696296
BF.B,0.025523542966337034
UTHR,0.025455368879747767
QCOM,0.025427485591621727
SGEN,0.02541442501145074
INCY,0.025407700616622245
CR,0.02531571699975492
SGEN,0.02529745609877462
PFG,0.025294993310680802
PFG,0.02527844543391189
VRSN,0.025260222883977414
AGCO,0.02521093845777
BRKR,0.025140924801297992
LLY,0.02513000536771725
AEO,0.02512032608929073
BWXT,0.025079599906642297
RP,0.025070469459342888
