stock_ticker,predicted_return
CLF,0.04116141155078756
PCG,0.039671747890486636
UA,0.038230297307778494
UI,0.03687930565151412
ROKU,0.036695744480568046
DXC,0.036388695007008504
OLED,0.036134582546740374
CLDR,0.035417711214787054
AVGO,0.03512752627128111
AVGO,0.03498498382612565
DBX,0.03475369684093893
CHK,0.03469648211655525
UBNT,0.03448572777889927
ADT,0.03448135471060428
EAF,0.03418811691794223
AVGO,0.03388331210700625
DXC,0.03388052296352669
SGEN,0.03381347164405306
CARG,0.03375325668604038
ROKU,0.03356721075006197
DBX,0.03333881870576583
UI,0.03333113423866037
ROKU,0.033327052988622985
ZS,0.033131357580234194
QCOM,0.03309165946670243
SGEN,0.032954947047998055
UBNT,0.03281234562795538
ARRY,0.032792901865333644
DBX,0.0327689907551622
CLF,0.032681647073881395
LLY,0.03258272834197912
AMGN,0.032497320165740286
UBNT,0.03238178681195268
ZS,0.03229195222381487
ARRY,0.03223897091661186
OLED,0.03199155545622212
AMGN,0.0319359478610008
HPE,0.031858082536691215
VIAV,0.03184744981168974
ARRY,0.03158126600800309
VMW,0.03153249255398481
CNC,0.031486843817004034
PRU,0.031435176546077595
DBX,0.031406081333690425
QLYS,0.03129316818112502
ALV,0.031283951760879794
PCG,0.031273305181646505
AVGO,0.031269251293705454
AMGN,0.03126178671075033
MRTX,0.03119100442264463
EA,0.031187851786908697
VMW,0.031187576527771738
IPHI,0.03106992015515704
DBX,0.031029913632307164
VMW,0.030988084395534982
CARG,0.030981044815125675
WDAY,0.030963240564553646
TPR,0.030948974817096908
DBX,0.030894587352256912
HPE,0.030866381001712972
CNC,0.03084842660166918
YUMC,0.03084031190725404
NKTR,0.030804781631455423
UA,0.03080187627159016
ZS,0.030668105068585496
PCG,0.030644421055118568
ORCL,0.030570495689682817
AVGO,0.030476097698862198
HPE,0.030450397484479856
UI,0.0304334326784843
QCOM,0.03029504765827501
VSM,0.030274600467067498
SPR,0.030273768071372602
QCOM,0.030253075843153305
MXIM,0.03023934693375983
SGEN,0.030101966150111768
COUP,0.030064490887284207
WDAY,0.029997518377369536
CSCO,0.0299773408710545
ABBV,0.029970978627352932
BBY,0.02984141793557199
NTNX,0.029826222219626258
TRMB,0.029814870569556742
IONS,0.02978065013055641
AMGN,0.02977960025779169
ATUS,0.029758601592388707
NTNX,0.029755812000056513
NKTR,0.029743802215466426
QTWO,0.029711639587181357
PCG,0.029696348709135616
QCOM,0.02966044583418583
SPLK,0.02963784129922697
MRTX,0.029629845010609036
CNC,0.029516990791232288
NTAP,0.029467982880156215
ROKU,0.029460832219648316
VMW,0.02940471579062702
CLF,0.029390003256420074
FGEN,0.02926753241208432
OLED,0.029202777572927028
