stock_ticker,predicted_return
INCY,0.03142472124956921
PANW,0.03139780644673266
QTWO,0.031324160784625486
PTCT,0.030987721486076765
PTCT,0.030857976055138528
AVLR,0.030776859472141413
SVMK,0.030434590276481342
PODD,0.03022173875093171
MDB,0.02990432962603213
PRU,0.02988974601729364
WDAY,0.0296310156509708
ROKU,0.02949281732516809
FIVN,0.029452886352980205
VMW,0.029308328956329455
RPD,0.029303682257024094
QTWO,0.02929411020699131
VRNS,0.029293047286226295
DBX,0.029124351267510118
AAXN,0.029025498179509883
AVLR,0.028871786613595567
RNG,0.02883439976343364
PRU,0.028772395354744407
CR,0.02873267088941548
NTRA,0.028669526977337725
VRSN,0.02863010897207905
BL,0.028553685474342824
VRSN,0.02854754679486647
ABBV,0.028456672689937484
VICR,0.028434881602726503
PTCT,0.02831383586143945
PTCT,0.028200072212335912
MDB,0.02816622151534525
USFD,0.028150332476230014
QCOM,0.02814377482398519
VMW,0.028137045487116236
NTRA,0.02805751309854522
ABBV,0.027979727631856743
PRU,0.027912277670889864
PLAN,0.027834924061696728
ARES,0.02783372274390805
FTNT,0.02773848816386696
VEEV,0.027702480747909944
WDAY,0.027688255970820808
WRB,0.02765597996076752
OKTA,0.02762921659949165
EQH,0.027619453880070616
QTWO,0.02761281735788916
DOW,0.02756573361378751
RPD,0.027504319570982913
EVBG,0.02739521799075425
QTWO,0.02734287611678085
ATVI,0.027317186237545033
SBUX,0.02730202111501357
VMW,0.027297655885765486
OKTA,0.02727701106819745
MSCI,0.027251761918649815
EVBG,0.02724746334300511
XLNX,0.02723712607911838
SBUX,0.02720041952672004
EBAY,0.027195722427150217
FTDR,0.027188130779559616
HALO,0.027135592445073728
INCY,0.027076864586441304
VEEV,0.027073209573904647
AVLR,0.027003959150192235
UI,0.026882423183927535
VRSN,0.026878351454379647
MXIM,0.026794335319692886
AMP,0.026756460922280373
QTWO,0.02671831241352745
VMW,0.026612705515778677
PSTG,0.026605309562207368
WDAY,0.026603005247339044
DBX,0.026446038141052078
RGA,0.026437210353627998
STMP,0.026432486012331606
EVBG,0.026413291571244363
RNG,0.026376647770513684
MDB,0.02630471977674609
DXCM,0.02630032072876283
CSCO,0.0262435668057579
ZEN,0.026235800895297222
BOX,0.026212844391228576
VIAV,0.02620250493926061
SMAR,0.026197379634342946
RNG,0.026159520702985314
UI,0.026052964229403126
TNDM,0.026043069371035697
VVV,0.026041427573190157
ZEN,0.026038789803776805
PEGA,0.026015986078355032
PM,0.025992958012595456
IART,0.02595472449998245
PLAN,0.025951042566047466
MDB,0.025942324705995695
NRG,0.025940960575584697
NRG,0.02592044136034566
RNG,0.02591560096416337
BL,0.02590256525574758
DHR,0.025900907494008925
